校名簡稱,校名全銜,等級別,縣市名稱,公/私立,原區,是否重點學校,地址,電話,學校網址,全校班級數,全校學生數,原住民籍學生總數,原住民籍學生總數占該校學生總數比率,主要/次要民族（30%以上）                     ,主要民族學生總數,主要民族占該校原住民籍學生總數比率,次要民族學生總數,次要民族占該校原住民籍學生總數比率,阿美族,泰雅族,排灣族,布農族,卑南族,魯凱族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報族籍
文蘭國小,花蓮縣秀林鄉文蘭國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉文蘭村米亞丸1號,(03)8641020,http://www.wlps.hlc.edu.tw,6,58,47,0.81,太魯閣族/阿美族,28,0.6,16,0.34,16,2,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0
萬榮國小,花蓮縣萬榮太魯閣民族教育小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉萬榮村2鄰31號,(03)8751449,http://www.wlops.hlc.edu.tw,6,54,52,0.96,太魯閣族,51,0.98,0,0,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
明利國小,花蓮縣萬榮鄉明利國民小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉明利村35號,(03)8751048,http://www.mlps.hlc.edu.tw,6,46,46,1,太魯閣族,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
見晴國小,花蓮縣萬榮鄉見晴國民小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉見晴村89號,(03)8771574,http://www.cchps.hlc.edu.tw,6,44,43,0.98,太魯閣族,37,0.86,0,0,2,0,0,1,2,0,0,0,0,0,0,37,0,0,0,0,1
縣立西林國小,花蓮縣萬榮鄉西林國民小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉西林村8鄰114號,(03)8771064,http://www.slps.hlc.edu.tw,6,74,73,0.99,太魯閣族,69,0.95,0,0,1,0,2,0,1,0,0,0,0,0,0,69,0,0,0,0,0
紅葉國小,花蓮縣萬榮鄉紅葉國民小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉紅葉村1鄰4號,(03)8872784,http://www.hyps.hlc.edu.tw,6,52,52,1,太魯閣族,46,0.88,0,0,1,0,0,5,0,0,0,0,0,0,0,46,0,0,0,0,0
縣立立山國小,花蓮縣卓溪鄉立山國民小學,國小,花蓮縣,公立,是,是,[982]花蓮縣卓溪鄉立山村9鄰90號,(03)8841358,http://www.lsps.hlc.edu.tw,6,44,43,0.98,太魯閣族/賽德克族,20,0.47,18,0.42,0,0,0,5,0,0,0,0,0,0,0,20,0,18,0,0,0
西寶國小,花蓮縣秀林鄉西寶國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉富世村西寶11號,(03)8691040,http://www.spps.hlc.edu.tw,6,38,20,0.53,太魯閣族,13,0.65,0,0,4,0,1,2,0,0,0,0,0,0,0,13,0,0,0,0,0
縣立秀林國中,花蓮縣立秀林國民中學,國中,花蓮縣,公立,是,是,[971]花蓮縣新城鄉新城村中山路56號,(03)8611010,http://www.sljh.hlc.edu.tw,11,242,222,0.92,太魯閣族,193,0.87,0,0,22,7,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0
縣立新城國中,花蓮縣立新城國民中學,國中,花蓮縣,公立,是,是,[971]花蓮縣新城鄉北埔村北埔路143號,(03)8263911,http://www.scjh.hlc.edu.tw,13,306,207,0.68,太魯閣族/阿美族,111,0.54,82,0.4,82,6,1,3,0,0,0,0,0,0,1,111,3,0,0,0,0
縣立吉安國中,花蓮縣立吉安國民中學,國中,花蓮縣,公立,是,是,[973]花蓮縣吉安鄉中山路三段662號,(03)8523136,http://www.cajh.hlc.edu.tw,14,321,194,0.6,太魯閣族,118,0.61,0,0,52,11,2,7,1,0,0,0,0,0,0,118,3,0,0,0,0
縣立平和國中,花蓮縣立平和國民中學,國中,花蓮縣,公立,是,是,[974]花蓮縣壽豐鄉平和村平和路48號,(03)8661221,http://www.phjh.hlc.edu.tw,6,85,63,0.74,太魯閣族/阿美族,32,0.51,30,0.48,30,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0
縣立鳳林國中,花蓮縣立鳳林國民中學,國中,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮光復路8號,(03)8761101,http://www.fles.hlc.edu.tw,13,269,129,0.48,太魯閣族/阿美族,74,0.57,49,0.38,49,4,0,1,1,0,0,0,0,0,0,74,0,0,0,0,0
縣立萬榮國中,花蓮縣立萬榮國民中學,國中,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮長橋路1號,(03)8751264,http://www.wljh.hlc.edu.tw,4,55,52,0.95,太魯閣族,46,0.88,0,0,1,2,2,1,0,0,0,0,0,0,0,46,0,0,0,0,0
縣立仁愛國小,南投縣仁愛鄉仁愛國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉大同村山農巷5號,(049)2802373,http://www.raes.ntct.edu.tw,6,62,50,0.81,賽德克族,36,0.72,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,36,0,0,0
合作國小,南投縣仁愛鄉合作國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉合作村平生路23號,(049)2970063,http://www.hzps.ntct.edu.tw,6,34,34,1,賽德克族,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
互助國小,南投縣仁愛鄉互助國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉互助村中華路19號,(049)2941016,http://www.hgps.ntct.edu.tw/,6,57,56,0.98,賽德克族,48,0.86,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
南豐國小,南投縣仁愛鄉南豐國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉南豐村楓林路3號,(049)2920037,http://www.nfps.ntct.edu.tw,6,39,34,0.87,賽德克族,28,0.82,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,28,0,0,0
廬山國小,南投縣仁愛鄉廬山國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉精英村中華巷19號,(049)2970385,http://a175.ntct.edu.tw,6,46,46,1,賽德克族,40,0.87,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0
都達國小,南投縣仁愛鄉都達國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉都達村法觀路17號,(049)2970053,http://www.tdps.ntct.edu.tw/,6,39,39,1,賽德克族,31,0.79,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,31,0,0,0
春陽國小,南投縣仁愛鄉春陽國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉春陽村永樂巷58號,(049)2802573,http://www.cwps.ntct.edu.tw/bin/home.php,6,63,63,1,賽德克族,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0
縣立清境國小,南投縣仁愛鄉清境國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉定遠新村24號,(049)2802572,http://www.cgps.ntct.edu.tw/bin/home.php,6,44,18,0.41,賽德克族,12,0.67,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,12,0,0,0
縣立北梅國中,南投縣立北梅國民中學,國中,南投縣,公立,否,是,[544]南投縣國姓鄉北港村國姓路62號,(049)2461004,http://www.bmjh.ntct.edu.tw,3,58,32,0.55,賽德克族,28,0.88,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0
縣立仁愛國中,南投縣立仁愛國民中學,國中,南投縣,公立,是,是,[546]南投縣仁愛鄉大同村信義巷28號,(049)2802206,http://www.jyjh.ntct.edu.tw,8,163,145,0.89,賽德克族,82,0.57,0,0,0,29,4,29,0,0,0,0,0,0,0,1,0,82,0,0,0
